代码,名称,最新价,IOPV实时估值,基金折价率,涨跌额,涨跌幅,成交量,成交额,开盘价,最高价,最低价,昨收,振幅,换手率,量比,委比,外盘,内盘,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比,现手,买一,卖一,最新份额,流通市值,总市值,数据日期,更新时间
159793,线上消费ETF平安,0.841,0.8356,-0.65,0.024,2.94,158683.0,13399959.513,0.82,0.86,0.82,0.817,4.9,42.03,17.6,-1.49,74305.0,84379.0,-5500280.0,-41.05,-758034.0,-5.66,-4742246.0,-35.39,3445485.0,25.71,2054795.0,15.33,119.0,0.84,0.841,37758908.0,31755242,31755242,2026-08-03,2026-08-03 13:37:42+08:00
513050,中概互联网ETF易方达,1.177,1.1527,-2.11,0.032,2.79,25396220.0,2985796806.0,1.162,1.185,1.162,1.145,2.01,7.53,1.5,-0.04,14033510.0,11362710.0,142524656.0,4.77,36365280.0,1.22,106159376.0,3.56,-76994192.0,-2.58,-65524600.0,-2.19,-1318.0,1.177,1.178,33704432640.0,39670117217,39670117217,2026-08-03,2026-08-03 13:37:33+08:00
520650,港股通互联网ETF南方,0.655,0.6528,-0.34,0.016,2.5,2655517.0,173839041.0,0.646,0.659,0.646,0.639,2.03,11.79,2.14,5.7,1401307.0,1254210.0,1265567.0,0.73,7336387.0,4.22,-6070820.0,-3.49,-1869242.0,-1.08,603675.0,0.35,5.0,0.654,0.655,2251755008.0,1474899530,1474899530,2026-08-03,2026-08-03 13:37:24+08:00
159048,机器人ETF大成,0.868,0.8652,-0.32,0.021,2.48,314632.0,27372600.6,0.852,0.879,0.851,0.847,3.31,16.4,2.94,0.42,165238.0,149394.0,-6969045.0,-25.46,-3615461.0,-13.21,-3353584.0,-12.25,3734900.0,13.64,3234145.0,11.82,2.0,0.867,0.868,191803897.0,166485783,166485783,2026-08-03,2026-08-03 13:37:51+08:00
159688,恒生互联网ETF华安,0.834,0.8332,-0.1,0.02,2.46,1886731.0,157260547.2,0.824,0.839,0.824,0.814,1.84,14.12,1.61,-1.98,1027857.0,858874.0,3541636.0,2.25,2042164.0,1.3,1499472.0,0.95,-1648839.0,-1.05,-1892797.0,-1.2,8.0,0.833,0.834,1335778480.0,1114039252,1114039252,2026-08-03,2026-08-03 13:37:42+08:00
159040,港股通互联网ETF鹏华,1.18,1.1802,0.02,0.027,2.34,372512.0,44050796.236,1.172,1.199,1.168,1.153,2.69,70.98,1.12,-16.6,175965.0,196547.0,662512.0,1.5,667982.0,1.52,-5470.0,-0.01,-1472595.0,-3.34,810083.0,1.84,3.0,1.178,1.18,52481087.0,61927683,61927683,2026-08-03,2026-08-03 13:37:51+08:00
520790,港股通互联网ETF兴业,0.902,0.8997,-0.26,0.02,2.27,735064.0,66627935.0,0.905,0.915,0.899,0.882,1.81,16.55,5.65,18.47,378518.0,356546.0,-5655322.0,-8.49,-6832004.0,-10.25,1176682.0,1.77,3091714.0,4.64,2563609.0,3.85,-37.0,0.902,0.903,444075008.0,400555657,400555657,2026-08-03,2026-08-03 13:37:24+08:00
513040,港股通互联网ETF易方达,1.015,1.0124,-0.26,0.022,2.22,10908187.0,1107923694.0,1.005,1.023,1.004,0.993,1.91,15.79,1.56,16.15,5625536.0,5282652.0,-12134720.0,-1.1,-50175968.0,-4.53,38041248.0,3.43,11734607.0,1.06,400104.0,0.04,1148.0,1.014,1.015,6907841280.0,7011458899,7011458899,2026-08-03,2026-08-03 13:37:33+08:00
159179,港股通互联网ETF工银,0.9,0.901,0.11,0.019,2.16,680550.0,61435043.514,0.893,0.91,0.893,0.881,1.93,58.21,1.53,-5.07,344954.0,335597.0,316740.0,0.52,-6000345.0,-9.77,6317085.0,10.28,-563119.0,-0.92,246379.0,0.4,1.0,0.899,0.901,116903568.0,105213211,105213211,2026-08-03,2026-08-03 13:37:48+08:00
159206,卫星ETF永赢,1.278,1.2778,-0.02,0.027,2.16,3191253.0,406202910.41,1.25,1.292,1.244,1.251,3.84,2.88,1.07,14.03,1782790.0,1408463.0,-21587429.0,-5.32,32920752.0,8.11,-54508181.0,-13.42,5335918.0,1.31,16251511.0,4.0,423.0,1.277,1.278,11066953472.0,14143566537,14143566537,2026-08-03,2026-08-03 13:37:48+08:00
159255,通用航空ETF易方达,0.853,0.8521,-0.11,0.018,2.16,31752.0,2695746.6,0.843,0.855,0.838,0.835,2.04,4.39,0.97,50.75,22905.0,8847.0,97143.0,3.6,240131.0,8.91,-142988.0,-5.3,-196202.0,-7.28,99058.0,3.67,1860.0,0.852,0.853,72338868.0,61705054,61705054,2026-08-03,2026-08-03 13:37:48+08:00
159272,机器人ETF富国,0.813,0.8116,-0.17,0.017,2.14,2219592.0,180704375.292,0.8,0.822,0.796,0.796,3.27,5.77,1.39,34.38,1221058.0,998534.0,-23667283.0,-13.1,-6869904.0,-3.8,-16797379.0,-9.3,13554979.0,7.5,10112304.0,5.6,26.0,0.812,0.813,3847164688.0,3127744891,3127744891,2026-08-03,2026-08-03 13:37:48+08:00
159170,港股通互联网ETF永赢,0.912,0.9113,-0.08,0.019,2.13,1051247.0,96227052.473,0.915,0.923,0.907,0.893,1.79,26.3,2.07,10.19,521895.0,529352.0,-2604544.0,-2.71,9716226.0,10.1,-12320770.0,-12.8,1941781.0,2.02,662762.0,0.69,-22.0,0.912,0.913,399638352.0,364470177,364470177,2026-08-03,2026-08-03 13:37:48+08:00
159568,港股互联网ETF博时,1.239,1.2371,-0.15,0.025,2.06,1223083.0,151731683.3,1.232,1.249,1.232,1.214,1.4,34.86,1.17,16.59,590823.0,632260.0,5989934.0,3.95,-1122202.0,-0.74,7112136.0,4.69,-5841275.0,-3.85,-148658.0,-0.1,1000.0,1.238,1.24,350857904.0,434712943,434712943,2026-08-03,2026-08-03 13:37:42+08:00
159039,机器人ETF华安,0.843,0.8422,-0.09,0.017,2.06,590517.0,49904110.54,0.833,0.855,0.83,0.826,3.03,8.28,1.32,22.55,312832.0,277685.0,-9445168.0,-18.93,-8857043.0,-17.75,-588125.0,-1.18,6468051.0,12.96,2977118.0,5.97,30.0,0.842,0.843,713461424.0,601447980,601447980,2026-08-03,2026-08-03 13:37:51+08:00
159530,机器人ETF易方达,1.346,1.3438,-0.16,0.027,2.05,6599803.0,889915487.0,1.324,1.36,1.32,1.319,3.03,5.09,1.5,28.29,3383686.0,3216117.0,-111706530.0,-12.55,-63937399.0,-7.18,-47769131.0,-5.37,59935953.0,6.74,51770580.0,5.82,2.0,1.345,1.346,12969613056.0,17457099173,17457099173,2026-08-03,2026-08-03 13:37:45+08:00
