代码,名称,最新价,IOPV实时估值,基金折价率,涨跌额,涨跌幅,成交量,成交额,开盘价,最高价,最低价,昨收,振幅,换手率,量比,委比,外盘,内盘,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比,现手,买一,卖一,最新份额,流通市值,总市值,数据日期,更新时间
513350,标普油气ETF富国,1.335,1.3146,-1.55,0.029,2.22,7008623.0,933387588.0,1.319,1.343,1.319,1.306,1.84,84.06,1.92,-31.38,3640170.0,3368453.0,4538073.0,0.49,3473561.0,0.37,1064512.0,0.11,2078211.0,0.22,-6616287.0,-0.71,-714.0,1.335,1.336,833746000.0,1113050910,1113050910,2026-08-19,2026-08-19 11:46:09+08:00
512410,银行ETF广发,1.086,1.0853,-0.06,0.019,1.78,145308.0,15696528.0,1.074,1.086,1.072,1.067,1.31,31.47,2.2,-52.47,101596.0,43712.0,-1035647.0,-6.6,542000.0,3.45,-1577647.0,-10.05,501000.0,3.19,534647.0,3.41,150.0,1.085,1.086,46171700.0,50142466,50142466,2026-08-19,2026-08-19 11:46:12+08:00
560670,银行ETF华泰柏瑞,1.054,1.0533,-0.07,0.018,1.74,144623.0,15154563.0,1.039,1.054,1.039,1.036,1.45,30.15,2.39,36.2,80864.0,63759.0,95416.0,0.63,1476906.0,9.75,-1381490.0,-9.12,-238661.0,-1.57,143246.0,0.95,100.0,1.053,1.054,47974000.0,50564596,50564596,2026-08-19,2026-08-19 11:45:56+08:00
512700,银行ETF南方,1.502,1.501,-0.07,0.025,1.69,488575.0,72911448.0,1.479,1.502,1.479,1.477,1.56,7.39,1.54,63.41,266164.0,222411.0,-3588377.0,-4.92,650152.0,0.89,-4238529.0,-5.81,2275303.0,3.12,1313074.0,1.8,20.0,1.501,1.502,661081008.0,992943674,992943674,2026-08-19,2026-08-19 11:45:55+08:00
516210,银行ETF华安,1.388,1.3873,-0.05,0.023,1.68,46407.0,6402400.0,1.379,1.388,1.366,1.365,1.61,5.76,0.94,95.04,24956.0,21451.0,306460.0,4.79,779155.0,12.17,-472695.0,-7.38,-482998.0,-7.54,176539.0,2.76,45.0,1.388,1.39,80531000.0,111777028,111777028,2026-08-19,2026-08-19 11:46:05+08:00
159887,银行ETF富国,1.333,1.3313,-0.13,0.022,1.68,676768.0,89610215.4,1.314,1.333,1.314,1.311,1.45,11.67,2.0,42.71,464841.0,211927.0,1398659.0,1.56,-2681119.0,-2.99,4079778.0,4.55,-1727533.0,-1.93,328875.0,0.37,33.0,1.332,1.333,579915952.0,773027964,773027964,2026-08-19,2026-08-19 11:45:45+08:00
512730,银行ETF鹏华,1.669,1.6693,0.02,0.027,1.64,38244.0,6339120.0,1.645,1.669,1.645,1.642,1.46,6.94,2.88,-7.42,26668.0,11576.0,1109619.0,17.5,1092056.0,17.23,17563.0,0.28,-1051723.0,-16.59,-57897.0,-0.91,-258.0,1.669,1.67,55083900.0,91935029,91935029,2026-08-19,2026-08-19 11:45:53+08:00
159253,银行ETF博时,0.973,0.9729,-0.01,0.015,1.57,72820.0,7042949.9,0.961,0.973,0.961,0.958,1.25,1.34,4.03,57.14,43288.0,29532.0,-68272.0,-0.97,-3443942.0,-48.9,3375670.0,47.93,94694.0,1.34,-26422.0,-0.38,51.0,0.971,0.973,541704976.0,527078942,527078942,2026-08-19,2026-08-19 11:45:51+08:00
512820,银行ETF汇添富,1.43,1.4289,-0.08,0.022,1.56,616939.0,87675239.0,1.411,1.431,1.41,1.408,1.49,15.29,1.59,67.62,378085.0,238854.0,-1006768.0,-1.15,-3073249.0,-3.51,2066481.0,2.36,1683654.0,1.92,-676887.0,-0.77,7.0,1.429,1.431,403601904.0,577150723,577150723,2026-08-19,2026-08-19 11:45:52+08:00
159518,标普油气ETF嘉实,1.26,1.2529,-0.57,0.019,1.53,2781303.0,349901532.192,1.254,1.264,1.253,1.241,0.89,16.78,1.86,-9.57,1438261.0,1343042.0,-2819561.0,-0.81,3995928.0,1.14,-6815489.0,-1.95,3003203.0,0.86,-183643.0,-0.05,4.0,1.259,1.26,1657325376.0,2088229974,2088229974,2026-08-19,2026-08-19 11:45:39+08:00
